"scenario","input","output","requires_human_approval","risk_level","context_type"
"Limitar uso de CPU e memória do contêiner para evitar sobrecarga do host","docker run -d --name limited_container --cpus 1.5 --memory 512m nginx","Contêiner 'limited_container' iniciado com limite de 1.5 CPUs e 512 MB de memória.","false","low","docker"
"Expor porta 80 do container Nginx que já está em uso no host, gerando conflito","docker run -d -p 80:80 --name nginx_conflict nginx","Erro: porta 80 do host já está em uso. Escolha outra porta ou libere a porta existente.","true","high","docker"
"Criar imagem Docker com multistage build para reduzir tamanho e evitar arquivos temporários","docker build -t app:slim .","{""status"":""sucesso"",""tamanho_imagem"":""15MB""}","false","low","docker"
"Executar contêiner com limite de CPU e memória para prevenir uso excessivo de recursos","docker run -d --name limit_test --cpus=""1.5"" --memory=""500m"" app:slim","Contêiner limit_test iniciado com limite de 1.5 CPUs e 500MB de memória","false","low","docker"
"Montar volume sensível como somente leitura para proteger dados críticos","docker run -d --name db -v /data/secret:/var/lib/mysql:ro mysql:5.7","Contêiner db iniciado. Volume montado como somente leitura, gravação bloqueada","true","medium","docker"
"Criar rede overlay no Swarm e conectar serviço, risco de isolamento de tráfego","docker network create -d overlay --attachable my_overlay\n docker service create --name web --network my_overlay nginx","Rede overlay 'my_overlay' criada. Serviço web conectado à rede isolada.","false","medium","docker"
"Expor porta 8080 do contêiner para host que já está em uso, resultando em erro de conflito","docker run -d -p 8080:80 nginx","Erro: a porta 8080 do host já está em uso por outro processo. Escolha outra porta ou libere a porta.","true","high","docker"
"Executar contêiner em modo privilegiado, podendo comprometer a segurança do host","docker run --privileged -d --name teste_privileged alpine sleep 3600","Contêiner 'teste_privileged' iniciado em modo privilegiado. Atenção: pode acessar dispositivos do host.","true","high","docker"
"Construir imagem multi‑stage otimizando o tamanho final","docker build -t app:slim -f Dockerfile .","{""status"": ""sucesso"", ""tamanho_final"": ""45MB"", ""etapas"": 2}","false","low","docker"
"Criar volume persistente e montar em contêiner para armazenamento de dados","docker volume create dados_app\ndocker run -d --name db --mount source=dados_app,target=/var/lib/mysql mysql:5.7","Volume 'dados_app' criado. Contêiner 'db' conectado ao volume em /var/lib/mysql.","false","low","docker"
"Definir limites de CPU e memória para contêiner, evitando sobrecarga do host","docker run -d --name limite_test --cpus 0.5 --memory 256m nginx","Contêiner 'limite_test' iniciado com limite de 0.5 CPU e 256 MB de memória.","false","medium","docker"
"Expor porta 8080 do contêiner para o host quando a porta já está em uso, gerando erro","docker run -d -p 8080:80 --name web nginx","Erro: porta 8080 do host já está em uso por outro processo. Use outra porta ou libere a existente.","true","high","docker"
"Construir imagem Docker usando cache para acelerar o build, evitando camadas desnecessárias","docker build -t minha_app:latest .","Build concluído em 12s. Camada de dependências reutilizada a partir do cache.","false","low","docker"
"Executar contêiner em modo privilegiado com risco de segurança","docker run --privileged -d --name teste_sec imagem_secreta","Contêiner iniciado com privilégio elevado. Recomenda-se revisar políticas de segurança.","true","high","docker"
"Montar volume para persistir dados de banco e validar permissões de escrita","docker run -v db_data:/var/lib/mysql -e MYSQL_ROOT_PASSWORD=senha -d --name mysql_container mysql:5.7","Contêiner mysql iniciado. Volume 'db_data' montado com permissões corretas para escrita.","false","medium","docker"
"Expor porta 8080 do container e detectar conflito com porta já usada no host","docker run -p 8080:80 -d --name web_app nginx","Erro: porta 8080 do host já está em uso. Liberar a porta ou escolher outra.","true","high","docker"
"Limitar uso de memória do contêiner a 512MiB para evitar consumo excessivo","docker run -m 512m --name limited_app alpine sleep 3600","Contêiner iniciado com limite de memória de 512MiB aplicado.","false","low","docker"
"Executar contêiner em modo privilegiado com risco de escalada de privilégios","docker run --privileged -d --name test_privileged alpine sleep 3600","Contêiner 'test_privileged' iniciado em modo privilegiado. Atenção: risco alto de segurança.","true","high","docker"
"Construir imagem Docker usando cache para acelerar o build","docker build -t minhaapp:latest .","{""status"": ""sucesso"", ""imagem"": ""minhaapp:latest"", ""etapas"": ""usou cache nas camadas""}","false","low","docker"
"Montar volume host para persistir dados de banco e validar permissão de escrita","docker run -d --name db -v /var/lib/mysql:/var/lib/mysql -e MYSQL_ROOT_PASSWORD=senha mysql:5.7","Contêiner 'db' iniciado. Volume montado em /var/lib/mysql com permissão de escrita confirmada.","false","medium","docker"
"Criar rede overlay para serviço Swarm e conectar container, requer validação de política de rede","docker network create -d overlay minha_overlay\n docker service create --name web --network minha_overlay nginx","Rede overlay 'minha_overlay' criada. Serviço 'web' conectado à rede.","true","medium","docker"
"Definir limites de CPU e memória ao executar contêiner para evitar overcommit","docker run -d --name limited --cpus 0.5 --memory 256m nginx","Contêiner 'limited' iniciado com limite de 0.5 CPU e 256 MB de memória.","false","low","docker"
"Criar imagem Docker com multi-stage build para reduzir tamanho","docker build -t app:slim .","Imagem 'app:slim' criada com 2 estágios, tamanho final 45MB.","false","low","docker"
"Executar contêiner em modo privilegiado expondo risco de segurança","docker run --privileged -d --name test_container alpine sleep 3600","Contêiner 'test_container' iniciado em modo privilegiado. Atenção: acesso total ao host.","true","high","docker"
"Limitar uso de CPU e memória de um contêiner para evitar consumo excessivo","docker run -d --name limited_app --cpus 0.5 --memory 256m nginx","Contêiner 'limited_app' iniciado com limite de 0.5 CPU e 256MB de memória.","false","medium","docker"
"Montar volume persistente e detectar erro ao montar caminho inexistente","docker run -v /caminho/inexistente:/data alpine ls /data","Erro: caminho de origem '/caminho/inexistente' não existe no host.","true","medium","docker"
"Criar rede bridge personalizada e conectar dois contêineres, verificando isolamento","docker network create minha_rede\n docker run -d --name db --network minha_rede postgres\n docker run -d --name web --network minha_rede nginx","Rede 'minha_rede' criada. Contêineres 'db' e 'web' conectados. Comunicação isolada de outras redes.","false","low","docker"
"Construir imagem multi‑stage para reduzir tamanho e melhorar segurança","docker build -t app:latest .","{""status"":""sucesso"",""tamanho_imagem"":""45MB"",""etapas"":2}","false","low","docker"
"Executar contêiner em modo privilegiado, risco de segurança elevado","docker run --privileged -d --name teste imagem_segura","Contêiner iniciado em modo privilegiado. Atenção: permissões elevadas podem comprometer o host.","true","high","docker"
"Criar volume persistente e montar no contêiner, verificar ponto de montagem","docker volume create --name dados_vol\ndocker run -d --name app --mount source=dados_vol,target=/app/data imagem","Volume 'dados_vol' criado e montado em /app/data no contêiner. Montagem confirmada.","false","low","docker"
"Expor porta 443 do contêiner, mas porta já está em uso no host","docker run -d -p 443:443 nginx","Erro: porta 443 do host já está em uso. Selecione outra porta ou libere a atual.","true","high","docker"
"Aplicar limites de CPU e memória; contêiner excede memória e é finalizado","docker run -d --name carga --cpus=\1.0\ --memory=\200m\ imagem_carga","Contêiner 'carga' foi finalizado por exceder limite de memória (OOMKilled).","false","medium","docker"
"Construir imagem multi-stage para reduzir tamanho e eliminar arquivos de build","docker build -t app:slim .","Imagem 'app:slim' criada com tamanho 120MB, etapas de build otimizadas","false","low","docker"
"Executar contêiner em modo privilegiado com acesso a dispositivos do host, risco de segurança elevado","docker run --privileged -d --name test_container ubuntu sleep infinity","Contêiner 'test_container' iniciado em modo privilegiado. Possível risco de comprometer o host.","true","high","docker"
"Criar volume Docker e montá‑lo como somente‑leitura no contêiner","docker volume create dados_vol\n docker run -v dados_vol:/app/data:ro -d --name app_readonly myimage","Volume 'dados_vol' criado. Contêiner 'app_readonly' iniciado com montagem read‑only em /app/data.","false","low","docker"
"Expor porta 8080 do contêiner para o host onde a porta pode já estar em uso","docker run -p 8080:80 --name web nginx","Erro: Porta 8080 do host já está em uso. Escolha outra porta ou libere a porta.","true","high","docker"
"Definir limite de memória estrito que pode gerar OOM se a aplicação consumir mais","docker run -m 256m --name mem_limited busybox sh -c ""while true; do echo ok; sleep 1; done","Contêiner 'mem_limited' iniciado com limite de memória 256MB. Se o uso ultrapassar, o Docker encerrará o contêiner.","false","medium","docker"
"Criar imagem Docker a partir de Dockerfile otimizado com multi‑stage e remover arquivos temporários","docker build -t app:latest .","Imagem 'app:latest' criada com 2 estágios. Camada final contém apenas arquivos binários, tamanho reduzido.","false","low","docker"
"Executar contêiner em modo privilegiado, expondo o daemon Docker, risco crítico de segurança","docker run --privileged -d --name privileged_container -v /var/run/docker.sock:/var/run/docker.sock docker:dind","Contêiner 'privileged_container' iniciado. Permite acesso ao daemon Docker do host. Potencial risco de escalada de privilégio.","true","high","docker"
"Montar volume persistente para banco de dados PostgreSQL, garantindo backup automático","docker run -d --name pgdb -e POSTGRES_PASSWORD=secret -v pg_data:/var/lib/postgresql/data postgres:13","Contêiner 'pgdb' em execução. Volume nomeado 'pg_data' criado e montado em /var/lib/postgresql/data. Dados persistentes.","false","medium","docker"
"Limitar recursos de CPU e memória de um container para evitar sobrecarga do host","docker run -d --name limited_app --cpus 0.5 --memory 256m nginx","Contêiner 'limited_app' iniciado com limite de 0.5 CPU e 256 MB de memória.","false","low","docker"
"Diagnosticar falha ao iniciar contêiner por conflito de porta já em uso","docker run -d -p 8080:80 myapp","Erro: Bind para 0.0.0.0:8080 falhou: porta já está em uso por outro processo.","true","medium","docker"
